,Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Requested_Date,Requested_Hour,Requested_Month,Requested_Day_Of_Week,Drop_Date,Drop_Hour,Drop_Month,Drop_Day_Of_Week,Demand_Not_Filled,Demand_Filled,Cancelled
1679,5978,Airport,177.0,Trip Completed,2016-07-15 11:27:18,2016-07-15 12:10:16,15,11,7,Friday,15.0,12.0,7.0,Friday,0,1,0
1680,6073,City,177.0,Trip Completed,2016-07-15 14:02:35,2016-07-15 14:50:25,15,14,7,Friday,15.0,14.0,7.0,Friday,0,1,0
1681,455,City,178.0,Trip Completed,2016-07-11 09:17:00,2016-07-11 10:12:00,11,9,7,Monday,11.0,10.0,7.0,Monday,0,1,0
1682,651,Airport,178.0,Trip Completed,2016-07-11 12:45:00,2016-07-11 13:25:00,11,12,7,Monday,11.0,13.0,7.0,Monday,0,1,0
1683,742,City,178.0,Trip Completed,2016-07-11 15:38:00,2016-07-11 16:25:00,11,15,7,Monday,11.0,16.0,7.0,Monday,0,1,0
1684,828,Airport,178.0,Trip Completed,2016-07-11 17:35:00,2016-07-11 18:07:00,11,17,7,Monday,11.0,18.0,7.0,Monday,0,1,0
1685,1701,City,178.0,Trip Completed,2016-07-12 07:58:00,2016-07-12 08:47:00,12,7,7,Tuesday,12.0,8.0,7.0,Tuesday,0,1,0
1686,1985,City,178.0,Trip Completed,2016-07-12 12:24:00,2016-07-12 13:29:00,12,12,7,Tuesday,12.0,13.0,7.0,Tuesday,0,1,0
1687,2277,City,178.0,Trip Completed,2016-07-12 18:39:00,2016-07-12 19:34:00,12,18,7,Tuesday,12.0,19.0,7.0,Tuesday,0,1,0
1688,3108,Airport,178.0,Trip Completed,2016-07-13 08:25:17,2016-07-13 09:35:25,13,8,7,Wednesday,13.0,9.0,7.0,Wednesday,0,1,0
1689,3880,Airport,178.0,Trip Completed,2016-07-13 21:54:09,2016-07-13 22:35:57,13,21,7,Wednesday,13.0,22.0,7.0,Wednesday,0,1,0
1690,4252,City,178.0,Trip Completed,2016-07-14 06:05:14,2016-07-14 06:46:37,14,6,7,Thursday,14.0,6.0,7.0,Thursday,0,1,0
1691,4646,Airport,178.0,Trip Completed,2016-07-14 11:49:01,2016-07-14 12:55:56,14,11,7,Thursday,14.0,12.0,7.0,Thursday,0,1,0
1692,5560,Airport,178.0,Trip Completed,2016-07-15 05:35:45,2016-07-15 06:19:44,15,5,7,Friday,15.0,6.0,7.0,Friday,0,1,0
1693,483,City,179.0,Trip Completed,2016-07-11 09:26:00,2016-07-11 10:04:00,11,9,7,Monday,11.0,10.0,7.0,Monday,0,1,0
1694,628,Airport,179.0,Trip Completed,2016-07-11 12:19:00,2016-07-11 13:00:00,11,12,7,Monday,11.0,13.0,7.0,Monday,0,1,0
1695,2285,City,179.0,Trip Completed,2016-07-12 18:34:00,2016-07-12 19:14:00,12,18,7,Tuesday,12.0,19.0,7.0,Tuesday,0,1,0
1696,4024,Airport,179.0,Trip Completed,2016-07-13 00:06:34,2016-07-13 00:42:21,13,0,7,Wednesday,13.0,0.0,7.0,Wednesday,0,1,0
1697,2952,City,179.0,Trip Completed,2016-07-13 06:39:09,2016-07-13 07:56:00,13,6,7,Wednesday,13.0,7.0,7.0,Wednesday,0,1,0
1698,4631,Airport,179.0,Trip Completed,2016-07-14 11:16:57,2016-07-14 12:24:33,14,11,7,Thursday,14.0,12.0,7.0,Thursday,0,1,0
1699,5200,Airport,179.0,Trip Completed,2016-07-14 20:48:33,2016-07-14 21:38:17,14,20,7,Thursday,14.0,21.0,7.0,Thursday,0,1,0
1700,5711,City,179.0,Trip Completed,2016-07-15 07:40:48,2016-07-15 08:33:56,15,7,7,Friday,15.0,8.0,7.0,Friday,0,1,0
1701,6399,Airport,179.0,Trip Completed,2016-07-15 19:24:48,2016-07-15 20:01:58,15,19,7,Friday,15.0,20.0,7.0,Friday,0,1,0
1702,6453,City,179.0,Trip Completed,2016-07-15 20:06:18,2016-07-15 21:02:10,15,20,7,Friday,15.0,21.0,7.0,Friday,0,1,0
1703,788,City,180.0,Trip Completed,2016-07-11 16:53:00,2016-07-11 17:54:00,11,16,7,Monday,11.0,17.0,7.0,Monday,0,1,0
1704,1550,Airport,180.0,Trip Completed,2016-07-12 06:08:00,2016-07-12 07:14:00,12,6,7,Tuesday,12.0,7.0,7.0,Tuesday,0,1,0
1705,2069,Airport,180.0,Trip Completed,2016-07-12 15:20:00,2016-07-12 15:55:00,12,15,7,Tuesday,12.0,15.0,7.0,Tuesday,0,1,0
1706,2593,City,180.0,Trip Completed,2016-07-12 21:43:00,2016-07-12 22:35:00,12,21,7,Tuesday,12.0,22.0,7.0,Tuesday,0,1,0
1707,2943,City,180.0,Trip Completed,2016-07-13 06:41:04,2016-07-13 07:15:52,13,6,7,Wednesday,13.0,7.0,7.0,Wednesday,0,1,0
1708,3649,City,180.0,Trip Completed,2016-07-13 19:11:32,2016-07-13 20:21:31,13,19,7,Wednesday,13.0,20.0,7.0,Wednesday,0,1,0
1709,3942,Airport,180.0,Trip Completed,2016-07-13 22:36:27,2016-07-13 23:42:21,13,22,7,Wednesday,13.0,23.0,7.0,Wednesday,0,1,0
1710,5512,Airport,180.0,Trip Completed,2016-07-15 05:10:25,2016-07-15 05:42:24,15,5,7,Friday,15.0,5.0,7.0,Friday,0,1,0
1711,5752,City,180.0,Trip Completed,2016-07-15 08:02:05,2016-07-15 09:09:26,15,8,7,Friday,15.0,9.0,7.0,Friday,0,1,0
1712,6362,City,180.0,Trip Completed,2016-07-15 19:05:36,2016-07-15 19:49:02,15,19,7,Friday,15.0,19.0,7.0,Friday,0,1,0
1713,1151,Airport,181.0,Trip Completed,2016-07-11 20:40:00,2016-07-11 21:38:00,11,20,7,Monday,11.0,21.0,7.0,Monday,0,1,0
1714,1812,Airport,181.0,Trip Completed,2016-07-12 09:16:00,2016-07-12 10:09:00,12,9,7,Tuesday,12.0,10.0,7.0,Tuesday,0,1,0
1715,1946,Airport,181.0,Trip Completed,2016-07-12 11:28:00,2016-07-12 12:32:00,12,11,7,Tuesday,12.0,12.0,7.0,Tuesday,0,1,0
1716,2646,City,181.0,Trip Completed,2016-07-12 22:46:00,2016-07-12 23:45:00,12,22,7,Tuesday,12.0,23.0,7.0,Tuesday,0,1,0
1717,3255,Airport,181.0,Trip Completed,2016-07-13 10:10:00,2016-07-13 11:20:59,13,10,7,Wednesday,13.0,11.0,7.0,Wednesday,0,1,0
1718,3431,Airport,181.0,Trip Completed,2016-07-13 16:03:13,2016-07-13 16:46:54,13,16,7,Wednesday,13.0,16.0,7.0,Wednesday,0,1,0
1719,3634,City,181.0,Trip Completed,2016-07-13 19:00:49,2016-07-13 19:54:19,13,19,7,Wednesday,13.0,19.0,7.0,Wednesday,0,1,0
1720,4592,City,181.0,Trip Completed,2016-07-14 10:09:16,2016-07-14 10:38:27,14,10,7,Thursday,14.0,10.0,7.0,Thursday,0,1,0
1721,5705,City,181.0,Trip Completed,2016-07-15 07:32:41,2016-07-15 08:16:15,15,7,7,Friday,15.0,8.0,7.0,Friday,0,1,0
1722,6056,Airport,181.0,Trip Completed,2016-07-15 13:35:56,2016-07-15 14:02:50,15,13,7,Friday,15.0,14.0,7.0,Friday,0,1,0
1723,325,City,182.0,Trip Completed,2016-07-11 07:34:00,2016-07-11 08:44:00,11,7,7,Monday,11.0,8.0,7.0,Monday,0,1,0
1724,1015,City,182.0,Trip Completed,2016-07-11 19:15:00,2016-07-11 20:11:00,11,19,7,Monday,11.0,20.0,7.0,Monday,0,1,0
1725,1308,City,182.0,Trip Completed,2016-07-11 22:41:00,2016-07-11 23:54:00,11,22,7,Monday,11.0,23.0,7.0,Monday,0,1,0
1726,1667,City,182.0,Trip Completed,2016-07-12 07:42:00,2016-07-12 08:03:00,12,7,7,Tuesday,12.0,8.0,7.0,Tuesday,0,1,0
1727,2436,Airport,182.0,Trip Completed,2016-07-12 20:15:00,2016-07-12 20:46:00,12,20,7,Tuesday,12.0,20.0,7.0,Tuesday,0,1,0
1728,2865,City,182.0,Trip Completed,2016-07-13 05:42:33,2016-07-13 06:25:57,13,5,7,Wednesday,13.0,6.0,7.0,Wednesday,0,1,0
1729,3397,City,182.0,Trip Completed,2016-07-13 15:00:02,2016-07-13 15:58:30,13,15,7,Wednesday,13.0,15.0,7.0,Wednesday,0,1,0
1730,4040,Airport,182.0,Trip Completed,2016-07-14 00:38:21,2016-07-14 01:50:05,14,0,7,Thursday,14.0,1.0,7.0,Thursday,0,1,0
1731,4094,City,182.0,Trip Completed,2016-07-14 03:09:17,2016-07-14 03:44:55,14,3,7,Thursday,14.0,3.0,7.0,Thursday,0,1,0
1732,4568,Airport,182.0,Trip Completed,2016-07-14 09:50:59,2016-07-14 10:22:31,14,9,7,Thursday,14.0,10.0,7.0,Thursday,0,1,0
1733,5105,City,182.0,Trip Completed,2016-07-14 19:59:57,2016-07-14 20:37:28,14,19,7,Thursday,14.0,20.0,7.0,Thursday,0,1,0
1734,573,Airport,183.0,Trip Completed,2016-07-11 10:57:00,2016-07-11 11:30:00,11,10,7,Monday,11.0,11.0,7.0,Monday,0,1,0
1735,789,City,183.0,Trip Completed,2016-07-11 16:54:00,2016-07-11 17:36:00,11,16,7,Monday,11.0,17.0,7.0,Monday,0,1,0
1736,1525,City,183.0,Trip Completed,2016-07-12 05:48:00,2016-07-12 06:46:00,12,5,7,Tuesday,12.0,6.0,7.0,Tuesday,0,1,0
1737,2786,Airport,183.0,Trip Completed,2016-07-13 04:54:15,2016-07-13 05:34:02,13,4,7,Wednesday,13.0,5.0,7.0,Wednesday,0,1,0
1738,3143,Airport,183.0,Trip Completed,2016-07-13 08:52:45,2016-07-13 09:57:50,13,8,7,Wednesday,13.0,9.0,7.0,Wednesday,0,1,0
1739,3917,City,183.0,Trip Completed,2016-07-13 22:15:07,2016-07-13 23:23:04,13,22,7,Wednesday,13.0,23.0,7.0,Wednesday,0,1,0
1740,4375,City,183.0,Trip Completed,2016-07-14 07:38:26,2016-07-14 08:42:05,14,7,7,Thursday,14.0,8.0,7.0,Thursday,0,1,0
1741,6345,City,183.0,Trip Completed,2016-07-15 18:44:57,2016-07-15 19:57:43,15,18,7,Friday,15.0,19.0,7.0,Friday,0,1,0
1742,169,City,184.0,Trip Completed,2016-07-11 05:45:00,2016-07-11 06:48:00,11,5,7,Monday,11.0,6.0,7.0,Monday,0,1,0
1743,537,City,184.0,Trip Completed,2016-07-11 10:05:00,2016-07-11 10:57:00,11,10,7,Monday,11.0,10.0,7.0,Monday,0,1,0
1744,682,City,184.0,Trip Completed,2016-07-11 13:32:00,2016-07-11 14:19:00,11,13,7,Monday,11.0,14.0,7.0,Monday,0,1,0
1745,1384,City,184.0,Trip Completed,2016-07-12 01:15:00,2016-07-12 02:18:00,12,1,7,Tuesday,12.0,2.0,7.0,Tuesday,0,1,0
1746,2167,Airport,184.0,Trip Completed,2016-07-12 17:30:00,2016-07-12 18:30:00,12,17,7,Tuesday,12.0,18.0,7.0,Tuesday,0,1,0
1747,2295,City,184.0,Trip Completed,2016-07-12 18:48:00,2016-07-12 19:12:00,12,18,7,Tuesday,12.0,19.0,7.0,Tuesday,0,1,0
1748,3109,City,184.0,Trip Completed,2016-07-13 08:22:49,2016-07-13 09:18:31,13,8,7,Wednesday,13.0,9.0,7.0,Wednesday,0,1,0
1749,3293,City,184.0,Trip Completed,2016-07-13 11:18:02,2016-07-13 11:52:17,13,11,7,Wednesday,13.0,11.0,7.0,Wednesday,0,1,0
1750,3444,City,184.0,Trip Completed,2016-07-13 16:33:05,2016-07-13 17:49:15,13,16,7,Wednesday,13.0,17.0,7.0,Wednesday,0,1,0
1751,3660,Airport,184.0,Trip Completed,2016-07-13 19:22:51,2016-07-13 19:51:44,13,19,7,Wednesday,13.0,19.0,7.0,Wednesday,0,1,0
1752,4693,City,184.0,Trip Completed,2016-07-14 13:01:23,2016-07-14 14:10:11,14,13,7,Thursday,14.0,14.0,7.0,Thursday,0,1,0
1753,5214,Airport,184.0,Trip Completed,2016-07-14 20:59:09,2016-07-14 21:48:04,14,20,7,Thursday,14.0,21.0,7.0,Thursday,0,1,0
1754,5570,City,184.0,Trip Completed,2016-07-15 05:53:21,2016-07-15 06:17:39,15,5,7,Friday,15.0,6.0,7.0,Friday,0,1,0
1755,6003,Airport,184.0,Trip Completed,2016-07-15 12:09:01,2016-07-15 12:57:34,15,12,7,Friday,15.0,12.0,7.0,Friday,0,1,0
1756,6663,Airport,184.0,Trip Completed,2016-07-15 22:22:03,2016-07-15 23:03:25,15,22,7,Friday,15.0,23.0,7.0,Friday,0,1,0
1757,616,Airport,185.0,Trip Completed,2016-07-11 12:05:00,2016-07-11 12:48:00,11,12,7,Monday,11.0,12.0,7.0,Monday,0,1,0
1758,1056,City,185.0,Trip Completed,2016-07-11 19:49:00,2016-07-11 20:28:00,11,19,7,Monday,11.0,20.0,7.0,Monday,0,1,0
1759,1903,City,185.0,Trip Completed,2016-07-12 10:36:00,2016-07-12 11:32:00,12,10,7,Tuesday,12.0,11.0,7.0,Tuesday,0,1,0
1760,2643,City,185.0,Trip Completed,2016-07-12 22:37:00,2016-07-12 23:34:00,12,22,7,Tuesday,12.0,23.0,7.0,Tuesday,0,1,0
1761,3291,City,185.0,Trip Completed,2016-07-13 11:10:05,2016-07-13 12:31:07,13,11,7,Wednesday,13.0,12.0,7.0,Wednesday,0,1,0
1762,3965,Airport,185.0,Trip Completed,2016-07-13 22:50:47,2016-07-13 23:20:24,13,22,7,Wednesday,13.0,23.0,7.0,Wednesday,0,1,0
1763,4007,City,185.0,Trip Completed,2016-07-13 23:46:19,2016-07-14 00:23:39,13,23,7,Wednesday,14.0,0.0,7.0,Thursday,0,1,0
1764,4234,City,185.0,Trip Completed,2016-07-14 05:59:10,2016-07-14 07:01:16,14,5,7,Thursday,14.0,7.0,7.0,Thursday,0,1,0
1765,4388,Airport,185.0,Trip Completed,2016-07-14 07:50:14,2016-07-14 08:48:46,14,7,7,Thursday,14.0,8.0,7.0,Thursday,0,1,0
1766,4964,City,185.0,Trip Completed,2016-07-14 18:34:51,2016-07-14 19:13:08,14,18,7,Thursday,14.0,19.0,7.0,Thursday,0,1,0
1767,5544,City,185.0,Trip Completed,2016-07-15 05:23:42,2016-07-15 05:56:52,15,5,7,Friday,15.0,5.0,7.0,Friday,0,1,0
1768,6217,City,185.0,Trip Completed,2016-07-15 17:33:50,2016-07-15 18:00:13,15,17,7,Friday,15.0,18.0,7.0,Friday,0,1,0
1769,1345,Airport,186.0,Trip Completed,2016-07-11 23:37:00,2016-07-12 00:09:00,11,23,7,Monday,12.0,0.0,7.0,Tuesday,0,1,0
1770,1874,Airport,186.0,Trip Completed,2016-07-12 09:56:00,2016-07-12 10:42:00,12,9,7,Tuesday,12.0,10.0,7.0,Tuesday,0,1,0
1771,2413,City,186.0,Trip Completed,2016-07-12 20:02:00,2016-07-12 21:16:00,12,20,7,Tuesday,12.0,21.0,7.0,Tuesday,0,1,0
1772,3068,City,186.0,Trip Completed,2016-07-13 07:59:50,2016-07-13 08:49:05,13,7,7,Wednesday,13.0,8.0,7.0,Wednesday,0,1,0
1773,3452,City,186.0,Trip Completed,2016-07-13 16:52:55,2016-07-13 17:25:52,13,16,7,Wednesday,13.0,17.0,7.0,Wednesday,0,1,0
1774,4031,City,186.0,Trip Completed,2016-07-14 00:22:54,2016-07-14 00:55:13,14,0,7,Thursday,14.0,0.0,7.0,Thursday,0,1,0
1775,4438,Airport,186.0,Trip Completed,2016-07-14 08:27:23,2016-07-14 09:12:29,14,8,7,Thursday,14.0,9.0,7.0,Thursday,0,1,0
1776,5521,Airport,186.0,Trip Completed,2016-07-15 05:19:12,2016-07-15 06:27:48,15,5,7,Friday,15.0,6.0,7.0,Friday,0,1,0
1777,5832,City,186.0,Trip Completed,2016-07-15 09:00:26,2016-07-15 09:55:12,15,9,7,Friday,15.0,9.0,7.0,Friday,0,1,0
1778,5990,Airport,186.0,Trip Completed,2016-07-15 11:43:12,2016-07-15 12:40:49,15,11,7,Friday,15.0,12.0,7.0,Friday,0,1,0
1779,6254,City,186.0,Trip Completed,2016-07-15 17:57:37,2016-07-15 18:50:37,15,17,7,Friday,15.0,18.0,7.0,Friday,0,1,0
1780,320,City,187.0,Trip Completed,2016-07-11 07:32:00,2016-07-11 08:44:00,11,7,7,Monday,11.0,8.0,7.0,Monday,0,1,0
1781,717,City,187.0,Trip Completed,2016-07-11 14:52:00,2016-07-11 15:46:00,11,14,7,Monday,11.0,15.0,7.0,Monday,0,1,0
1782,2074,City,187.0,Trip Completed,2016-07-12 15:32:00,2016-07-12 16:24:00,12,15,7,Tuesday,12.0,16.0,7.0,Tuesday,0,1,0
1783,4576,Airport,187.0,Trip Completed,2016-07-14 09:57:29,2016-07-14 11:13:05,14,9,7,Thursday,14.0,11.0,7.0,Thursday,0,1,0
1784,5503,City,187.0,Trip Completed,2016-07-15 05:11:38,2016-07-15 06:01:35,15,5,7,Friday,15.0,6.0,7.0,Friday,0,1,0
1785,173,City,188.0,Trip Completed,2016-07-11 05:45:00,2016-07-11 06:30:00,11,5,7,Monday,11.0,6.0,7.0,Monday,0,1,0
1786,698,City,188.0,Trip Completed,2016-07-11 14:00:00,2016-07-11 14:49:00,11,14,7,Monday,11.0,14.0,7.0,Monday,0,1,0
1787,2039,Airport,188.0,Trip Completed,2016-07-12 14:29:00,2016-07-12 15:18:00,12,14,7,Tuesday,12.0,15.0,7.0,Tuesday,0,1,0
1788,2467,Airport,188.0,Trip Completed,2016-07-12 20:34:00,2016-07-12 21:41:00,12,20,7,Tuesday,12.0,21.0,7.0,Tuesday,0,1,0
1789,2676,Airport,188.0,Trip Completed,2016-07-12 23:53:00,2016-07-13 00:26:55,12,23,7,Tuesday,13.0,0.0,7.0,Wednesday,0,1,0
1790,3038,City,188.0,Trip Completed,2016-07-13 07:37:29,2016-07-13 08:33:39,13,7,7,Wednesday,13.0,8.0,7.0,Wednesday,0,1,0
1791,4003,Airport,188.0,Trip Completed,2016-07-13 23:40:51,2016-07-14 00:38:46,13,23,7,Wednesday,14.0,0.0,7.0,Thursday,0,1,0
1792,4126,City,188.0,Trip Completed,2016-07-14 04:40:41,2016-07-14 05:53:29,14,4,7,Thursday,14.0,5.0,7.0,Thursday,0,1,0
1793,4611,City,188.0,Trip Completed,2016-07-14 10:34:17,2016-07-14 11:19:06,14,10,7,Thursday,14.0,11.0,7.0,Thursday,0,1,0
1794,4975,City,188.0,Trip Completed,2016-07-14 18:42:37,2016-07-14 19:18:51,14,18,7,Thursday,14.0,19.0,7.0,Thursday,0,1,0
1795,5664,City,188.0,Trip Completed,2016-07-15 07:03:01,2016-07-15 07:46:59,15,7,7,Friday,15.0,7.0,7.0,Friday,0,1,0
1796,6006,Airport,188.0,Trip Completed,2016-07-15 12:17:49,2016-07-15 13:25:21,15,12,7,Friday,15.0,13.0,7.0,Friday,0,1,0
1797,6329,City,188.0,Trip Completed,2016-07-15 18:43:35,2016-07-15 19:36:59,15,18,7,Friday,15.0,19.0,7.0,Friday,0,1,0
1798,2779,Airport,189.0,Trip Completed,2016-07-13 04:46:08,2016-07-13 05:41:19,13,4,7,Wednesday,13.0,5.0,7.0,Wednesday,0,1,0
1799,4216,Airport,189.0,Trip Completed,2016-07-14 05:38:23,2016-07-14 06:36:36,14,5,7,Thursday,14.0,6.0,7.0,Thursday,0,1,0
1800,4711,Airport,189.0,Trip Completed,2016-07-14 13:18:22,2016-07-14 13:56:11,14,13,7,Thursday,14.0,13.0,7.0,Thursday,0,1,0
1801,4825,City,189.0,Trip Completed,2016-07-14 17:22:06,2016-07-14 18:17:49,14,17,7,Thursday,14.0,18.0,7.0,Thursday,0,1,0
1802,6175,City,189.0,Trip Completed,2016-07-15 16:55:44,2016-07-15 17:49:26,15,16,7,Friday,15.0,17.0,7.0,Friday,0,1,0
1803,2445,City,190.0,Trip Completed,2016-07-12 20:18:00,2016-07-12 21:04:00,12,20,7,Tuesday,12.0,21.0,7.0,Tuesday,0,1,0
1804,2714,Airport,190.0,Trip Completed,2016-07-13 01:52:50,2016-07-13 02:51:32,13,1,7,Wednesday,13.0,2.0,7.0,Wednesday,0,1,0
1805,3089,Airport,190.0,Trip Completed,2016-07-13 08:11:13,2016-07-13 08:53:42,13,8,7,Wednesday,13.0,8.0,7.0,Wednesday,0,1,0
1806,3462,Airport,190.0,Trip Completed,2016-07-13 17:10:30,2016-07-13 17:52:31,13,17,7,Wednesday,13.0,17.0,7.0,Wednesday,0,1,0
1807,4462,Airport,190.0,Trip Completed,2016-07-14 08:40:30,2016-07-14 09:22:57,14,8,7,Thursday,14.0,9.0,7.0,Thursday,0,1,0
1808,4698,City,190.0,Trip Completed,2016-07-14 13:07:35,2016-07-14 14:13:30,14,13,7,Thursday,14.0,14.0,7.0,Thursday,0,1,0
1809,5098,Airport,190.0,Trip Completed,2016-07-14 19:50:28,2016-07-14 20:27:04,14,19,7,Thursday,14.0,20.0,7.0,Thursday,0,1,0
1810,6711,City,190.0,Trip Completed,2016-07-15 23:07:06,2016-07-16 00:11:21,15,23,7,Friday,16.0,0.0,7.0,,0,1,0
1811,146,Airport,191.0,Trip Completed,2016-07-11 05:29:00,2016-07-11 06:08:00,11,5,7,Monday,11.0,6.0,7.0,Monday,0,1,0
1812,652,Airport,191.0,Trip Completed,2016-07-11 12:43:00,2016-07-11 13:29:00,11,12,7,Monday,11.0,13.0,7.0,Monday,0,1,0
1813,1947,Airport,191.0,Trip Completed,2016-07-12 11:33:00,2016-07-12 12:09:00,12,11,7,Tuesday,12.0,12.0,7.0,Tuesday,0,1,0
1814,2236,Airport,191.0,Trip Completed,2016-07-12 18:16:00,2016-07-12 19:07:00,12,18,7,Tuesday,12.0,19.0,7.0,Tuesday,0,1,0
1815,3393,City,191.0,Trip Completed,2016-07-13 14:42:19,2016-07-13 15:58:37,13,14,7,Wednesday,13.0,15.0,7.0,Wednesday,0,1,0
1816,4577,Airport,191.0,Trip Completed,2016-07-14 09:54:17,2016-07-14 10:58:21,14,9,7,Thursday,14.0,10.0,7.0,Thursday,0,1,0
1817,4932,City,191.0,Trip Completed,2016-07-14 18:17:33,2016-07-14 18:53:49,14,18,7,Thursday,14.0,18.0,7.0,Thursday,0,1,0
1818,5419,City,191.0,Trip Completed,2016-07-15 02:01:30,2016-07-15 02:34:12,15,2,7,Friday,15.0,2.0,7.0,Friday,0,1,0
1819,5766,City,191.0,Trip Completed,2016-07-15 08:19:48,2016-07-15 09:18:32,15,8,7,Friday,15.0,9.0,7.0,Friday,0,1,0
1820,6261,Airport,191.0,Trip Completed,2016-07-15 18:07:05,2016-07-15 19:07:36,15,18,7,Friday,15.0,19.0,7.0,Friday,0,1,0
1821,800,Airport,192.0,Trip Completed,2016-07-11 17:13:00,2016-07-11 17:56:00,11,17,7,Monday,11.0,17.0,7.0,Monday,0,1,0
1822,1484,Airport,192.0,Trip Completed,2016-07-12 05:19:00,2016-07-12 05:55:00,12,5,7,Tuesday,12.0,5.0,7.0,Tuesday,0,1,0
1823,1989,Airport,192.0,Trip Completed,2016-07-12 12:30:00,2016-07-12 13:01:00,12,12,7,Tuesday,12.0,13.0,7.0,Tuesday,0,1,0
1824,3850,Airport,192.0,Trip Completed,2016-07-13 21:27:22,2016-07-13 22:05:11,13,21,7,Wednesday,13.0,22.0,7.0,Wednesday,0,1,0
1825,4441,City,192.0,Trip Completed,2016-07-14 08:32:09,2016-07-14 09:19:29,14,8,7,Thursday,14.0,9.0,7.0,Thursday,0,1,0
1826,4783,Airport,192.0,Trip Completed,2016-07-14 16:34:22,2016-07-14 17:21:26,14,16,7,Thursday,14.0,17.0,7.0,Thursday,0,1,0
1827,392,Airport,193.0,Trip Completed,2016-07-11 08:23:00,2016-07-11 09:10:00,11,8,7,Monday,11.0,9.0,7.0,Monday,0,1,0
1828,653,City,193.0,Trip Completed,2016-07-11 12:47:00,2016-07-11 13:53:00,11,12,7,Monday,11.0,13.0,7.0,Monday,0,1,0
1829,1283,City,193.0,Trip Completed,2016-07-11 22:09:00,2016-07-11 23:18:00,11,22,7,Monday,11.0,23.0,7.0,Monday,0,1,0
1830,1860,City,193.0,Trip Completed,2016-07-12 09:55:00,2016-07-12 10:32:00,12,9,7,Tuesday,12.0,10.0,7.0,Tuesday,0,1,0
1831,1910,Airport,193.0,Trip Completed,2016-07-12 10:41:00,2016-07-12 11:27:00,12,10,7,Tuesday,12.0,11.0,7.0,Tuesday,0,1,0
1832,2259,Airport,193.0,Trip Completed,2016-07-12 18:30:00,2016-07-12 19:36:00,12,18,7,Tuesday,12.0,19.0,7.0,Tuesday,0,1,0
1833,2752,Airport,193.0,Trip Completed,2016-07-13 03:37:35,2016-07-13 04:19:45,13,3,7,Wednesday,13.0,4.0,7.0,Wednesday,0,1,0
1834,3385,City,193.0,Trip Completed,2016-07-13 14:33:34,2016-07-13 15:21:25,13,14,7,Wednesday,13.0,15.0,7.0,Wednesday,0,1,0
1835,4915,Airport,193.0,Trip Completed,2016-07-14 18:12:32,2016-07-14 19:07:04,14,18,7,Thursday,14.0,19.0,7.0,Thursday,0,1,0
1836,5957,Airport,193.0,Trip Completed,2016-07-15 10:46:03,2016-07-15 11:26:56,15,10,7,Friday,15.0,11.0,7.0,Friday,0,1,0
1837,5992,City,193.0,Trip Completed,2016-07-15 11:54:17,2016-07-15 12:39:52,15,11,7,Friday,15.0,12.0,7.0,Friday,0,1,0
1838,6160,Airport,193.0,Trip Completed,2016-07-15 16:30:16,2016-07-15 17:39:38,15,16,7,Friday,15.0,17.0,7.0,Friday,0,1,0
1839,21,Airport,194.0,Trip Completed,2016-07-11 01:29:00,2016-07-11 02:05:00,11,1,7,Monday,11.0,2.0,7.0,Monday,0,1,0
1840,106,City,194.0,Trip Completed,2016-07-11 05:06:00,2016-07-11 05:38:00,11,5,7,Monday,11.0,5.0,7.0,Monday,0,1,0
1841,512,Airport,194.0,Trip Completed,2016-07-11 09:47:00,2016-07-11 10:55:00,11,9,7,Monday,11.0,10.0,7.0,Monday,0,1,0
1842,760,City,194.0,Trip Completed,2016-07-11 16:16:00,2016-07-11 16:54:00,11,16,7,Monday,11.0,16.0,7.0,Monday,0,1,0
1843,1098,City,194.0,Trip Completed,2016-07-11 20:15:00,2016-07-11 21:03:00,11,20,7,Monday,11.0,21.0,7.0,Monday,0,1,0
1844,1314,Airport,194.0,Trip Completed,2016-07-11 22:44:00,2016-07-11 23:51:00,11,22,7,Monday,11.0,23.0,7.0,Monday,0,1,0
1845,2746,Airport,194.0,Trip Completed,2016-07-13 03:14:15,2016-07-13 04:00:42,13,3,7,Wednesday,13.0,4.0,7.0,Wednesday,0,1,0
1846,3140,Airport,194.0,Trip Completed,2016-07-13 08:48:42,2016-07-13 09:41:31,13,8,7,Wednesday,13.0,9.0,7.0,Wednesday,0,1,0
1847,3314,City,194.0,Trip Completed,2016-07-13 12:06:57,2016-07-13 12:50:35,13,12,7,Wednesday,13.0,12.0,7.0,Wednesday,0,1,0
1848,4157,Airport,194.0,Trip Completed,2016-07-14 05:04:53,2016-07-14 05:32:44,14,5,7,Thursday,14.0,5.0,7.0,Thursday,0,1,0
1849,5340,Airport,194.0,Trip Completed,2016-07-14 22:32:15,2016-07-14 23:44:30,14,22,7,Thursday,14.0,23.0,7.0,Thursday,0,1,0
1850,6257,Airport,194.0,Trip Completed,2016-07-15 18:03:39,2016-07-15 19:04:43,15,18,7,Friday,15.0,19.0,7.0,Friday,0,1,0
1851,564,Airport,195.0,Trip Completed,2016-07-11 10:20:00,2016-07-11 11:23:00,11,10,7,Monday,11.0,11.0,7.0,Monday,0,1,0
